,MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,MasVnrType,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,LotFrontage,YrSold,SalePrice
1429,20,RL,NWAmes,6,7,1981,Gable,BrkFace,Gd,No,Ex,Y,1440,1440,0,Gd,1,TA,Attchd,Fin,2,Y,,2007,182900
1453,20,RL,Mitchel,5,5,2006,Gable,None,Gd,No,Ex,Y,1140,1140,0,TA,0,,,,0,Y,90.0,2006,84500
7,60,RL,NWAmes,7,6,1973,Gable,Stone,Gd,Mn,Ex,Y,1107,2090,1,TA,2,TA,Attchd,RFn,2,Y,,2009,200000
820,60,RL,CollgCr,7,5,2003,Gable,None,Gd,No,Ex,Y,798,1640,0,Gd,0,,Attchd,RFn,2,Y,72.0,2008,183000
667,20,RL,SawyerW,6,5,1998,Gable,BrkFace,Gd,No,Ex,Y,1679,1679,1,Gd,1,Fa,Attchd,RFn,2,Y,65.0,2008,193500
1389,50,RM,BrkSide,6,6,1950,Gable,None,TA,No,Ex,Y,869,1218,0,TA,1,Gd,Detchd,Unf,2,Y,60.0,2007,131000
357,120,RM,MeadowV,5,5,1976,Gable,None,Gd,No,TA,Y,1142,1142,1,TA,1,Po,Attchd,Fin,2,Y,44.0,2007,134000
783,85,RL,Mitchel,5,6,1978,Gable,BrkFace,Gd,Av,Ex,Y,1110,1110,1,Gd,1,TA,Attchd,Fin,2,Y,,2009,165500
985,190,RL,Edwards,5,5,1950,Gable,None,TA,No,TA,N,1164,1164,1,TA,0,,Detchd,Unf,1,Y,68.0,2008,125000
329,70,RM,IDOTRR,5,5,1950,Gable,None,TA,Mn,TA,N,596,1192,0,TA,0,,Detchd,Unf,1,N,60.0,2009,78000
1444,20,RL,CollgCr,7,5,2004,Gable,BrkFace,Gd,Av,Ex,Y,1422,1422,0,Gd,0,,Attchd,RFn,2,Y,63.0,2007,179600
1117,20,RL,Sawyer,5,7,2003,Gable,None,TA,No,Ex,Y,894,894,1,Gd,0,,Attchd,RFn,2,Y,57.0,2008,130000
1087,60,FV,Somerst,8,5,2006,Gable,None,Gd,Mn,Ex,Y,1082,1953,0,Gd,1,Gd,Attchd,RFn,3,Y,85.0,2009,252000
258,60,RL,CollgCr,7,5,2001,Gable,BrkFace,Gd,No,Ex,Y,963,1792,0,Gd,1,TA,Attchd,RFn,2,Y,80.0,2008,231500
1144,190,RL,Edwards,4,4,1950,Gable,None,Gd,No,Fa,N,672,924,1,Fa,0,,Detchd,Unf,1,Y,60.0,2010,80000
372,120,RL,SawyerW,6,5,1984,Gable,None,Gd,No,TA,Y,752,752,1,TA,0,,Attchd,Unf,1,Y,50.0,2010,125000
1075,70,RL,Crawfor,7,6,1984,Gable,None,TA,No,TA,Y,960,1740,0,TA,2,Gd,Attchd,Unf,1,Y,75.0,2007,219500
882,60,RL,Gilbert,6,5,1993,Gable,None,Gd,No,Gd,Y,808,1593,0,TA,1,TA,BuiltIn,RFn,2,Y,,2009,178000
142,50,RL,NAmes,5,4,1952,Gable,None,TA,No,Fa,Y,910,1385,0,TA,0,,Detchd,Unf,2,Y,71.0,2010,166000
525,20,FV,Somerst,7,5,2005,Gable,None,Gd,No,Ex,Y,1266,1266,0,Gd,1,TA,Attchd,Unf,2,Y,62.0,2006,176000
1107,60,RL,Gilbert,7,5,2006,Gable,None,Ex,No,Ex,Y,887,2021,0,Gd,1,Gd,BuiltIn,RFn,2,Y,168.0,2006,274725
1335,20,RL,NWAmes,6,5,1977,Gable,BrkFace,Gd,No,TA,Y,1334,1334,0,TA,1,TA,Attchd,RFn,2,Y,80.0,2009,167900
1091,160,FV,Somerst,7,5,2000,Gable,BrkFace,Gd,No,Ex,Y,624,1252,1,Gd,0,,Detchd,Unf,2,Y,24.0,2008,160000
1387,50,RM,OldTown,6,7,1950,Gable,None,TA,No,TA,N,1664,2526,0,Gd,1,Gd,Detchd,Unf,1,Y,60.0,2007,136000
440,20,RL,NridgHt,10,5,2008,Hip,Stone,Ex,Gd,Ex,Y,2402,2402,1,Ex,2,Gd,Attchd,Fin,3,Y,105.0,2009,555000
531,70,RM,BrkSide,6,8,1999,Gable,None,Fa,Mn,Ex,Y,751,1362,0,TA,0,,Detchd,Fin,2,Y,60.0,2008,128000
1169,60,RL,NoRidge,10,5,1996,Hip,BrkFace,Ex,Gd,Ex,Y,1831,3627,1,Gd,1,TA,Attchd,Fin,3,Y,118.0,2006,625000
226,60,RL,NoRidge,7,5,1995,Gable,BrkFace,Gd,No,Ex,Y,1214,2520,0,Gd,1,TA,Attchd,RFn,3,Y,82.0,2007,290000
1000,20,RL,Edwards,3,3,1952,Flat,None,,,Fa,N,944,944,0,Fa,0,,Detchd,Unf,2,Y,74.0,2009,82000
228,20,RL,Sawyer,5,5,1967,Gable,None,TA,No,TA,Y,912,912,0,TA,1,Fa,Detchd,Unf,1,Y,70.0,2010,125000
1246,60,FV,Somerst,7,5,2006,Gable,None,Gd,No,Ex,Y,756,1553,0,Gd,0,,Attchd,RFn,2,Y,65.0,2006,186500
1319,20,RL,Edwards,4,5,1954,Hip,BrkFace,TA,No,Ex,Y,948,948,0,TA,0,,Attchd,Unf,1,Y,75.0,2007,111000
212,60,FV,Somerst,7,5,2009,Gable,None,Gd,No,Ex,Y,932,1852,1,Gd,1,TA,Attchd,RFn,2,Y,72.0,2009,252678
79,50,RM,OldTown,5,6,1981,Gable,None,TA,No,Gd,Y,682,1230,0,TA,0,,Detchd,Unf,2,Y,60.0,2009,110000
148,20,RL,SawyerW,7,5,2005,Gable,BrkFace,Gd,No,Ex,Y,1080,1080,1,Gd,0,,,,0,Y,63.0,2008,141000
814,50,RL,Edwards,5,7,1950,Gable,None,TA,No,Gd,Y,686,1250,0,Fa,0,,Detchd,Unf,1,P,45.0,2006,116000
1067,60,RL,NAmes,6,6,1964,Gable,BrkFace,TA,Gd,TA,Y,798,1611,1,TA,0,,Attchd,RFn,2,Y,80.0,2008,167900
869,60,RL,SawyerW,7,5,1994,Gable,BrkFace,Gd,No,Ex,Y,1062,1949,1,Gd,1,TA,Attchd,Fin,2,Y,80.0,2010,236000
671,70,RH,Edwards,6,6,1950,Gambrel,None,TA,No,TA,N,697,1369,1,TA,0,,Detchd,Unf,1,Y,54.0,2009,103600
1124,80,RL,Gilbert,7,5,1992,Gable,BrkFace,Gd,No,Gd,Y,812,1482,0,Gd,1,TA,Attchd,Fin,2,Y,,2007,163900
555,45,RM,BrkSide,5,6,1950,Gable,None,TA,No,TA,Y,1048,1048,0,TA,1,Gd,Detchd,Unf,1,Y,58.0,2006,113000
864,20,FV,Somerst,7,5,2008,Gable,None,Ex,No,Ex,Y,1372,1372,0,Gd,0,,Attchd,Fin,2,Y,72.0,2008,250580
133,20,RL,Timber,8,5,2002,Gable,BrkFace,Ex,No,Ex,Y,1296,1296,1,Gd,0,,Attchd,Fin,2,Y,,2009,220000
1079,20,RL,CollgCr,5,5,1994,Gable,None,Gd,No,Gd,Y,990,990,0,TA,0,,Attchd,Unf,1,Y,65.0,2007,126000
823,50,RL,SWISU,6,7,1950,Gable,None,TA,No,TA,Y,944,1489,0,TA,1,Gd,Detchd,Unf,1,Y,60.0,2009,139500
408,60,RL,NridgHt,7,5,2006,Gable,BrkFace,Ex,No,Ex,Y,1071,2172,0,Gd,1,Gd,Attchd,RFn,3,Y,109.0,2007,280000
982,20,RL,Blmngtn,7,5,2007,Gable,BrkFace,Gd,Av,Ex,Y,1266,1266,0,Gd,1,Gd,Attchd,Fin,2,Y,43.0,2008,159895
507,20,FV,Somerst,6,5,2009,Gable,None,Gd,No,Ex,Y,1218,1218,0,Gd,0,,Attchd,Fin,2,Y,75.0,2009,208300
1150,20,RL,NAmes,6,5,1950,Gable,None,TA,No,Ex,Y,932,932,0,Gd,1,Gd,Attchd,Unf,1,Y,57.0,2007,124000
504,160,RL,NPkVill,6,5,1974,Gable,None,TA,No,TA,Y,855,1322,0,TA,1,Fa,Attchd,Unf,2,Y,24.0,2009,147000
986,50,RM,OldTown,6,8,2003,Hip,None,TA,No,Gd,Y,1001,1635,0,Gd,0,,Attchd,Unf,1,Y,59.0,2006,117000
347,20,RL,NAmes,6,5,1960,Gable,BrkFace,TA,No,Ex,Y,1478,1478,1,TA,2,Gd,Attchd,Unf,2,Y,,2009,157500
386,50,RL,Edwards,5,3,1996,Gambrel,None,TA,No,TA,Y,658,1184,0,TA,0,,,,0,N,58.0,2006,81000
0,60,RL,CollgCr,7,5,2003,Gable,BrkFace,Gd,No,Ex,Y,856,1710,1,Gd,0,,Attchd,RFn,2,Y,65.0,2008,208500
360,85,RL,Mitchel,6,6,1978,Gable,None,Gd,Av,Ex,Y,912,912,1,TA,1,TA,Attchd,RFn,2,Y,,2007,156000
828,60,RL,ClearCr,5,5,1967,Flat,None,TA,Gd,TA,Y,1160,2126,0,TA,0,,Attchd,Fin,2,Y,,2009,185000
1379,80,RL,Timber,5,5,2007,Gable,None,Gd,No,Gd,Y,754,1394,0,Gd,0,,BuiltIn,Fin,2,Y,73.0,2008,167500
475,20,RL,Sawyer,5,6,1963,Hip,None,TA,No,TA,Y,970,970,1,TA,0,,Detchd,Unf,2,Y,80.0,2007,132500
1247,80,RL,Mitchel,6,5,1976,Gable,BrkFace,TA,Av,TA,Y,1034,1034,1,TA,0,,Attchd,Unf,3,Y,,2010,169900
57,60,RL,CollgCr,7,5,2004,Gable,None,Gd,No,Ex,Y,860,1720,0,Gd,0,,Attchd,RFn,2,Y,89.0,2006,196500
637,190,RM,OldTown,5,4,1954,Gable,None,TA,No,TA,Y,811,1387,0,Gd,0,,BuiltIn,Unf,1,Y,50.0,2009,93000
1273,80,RL,Edwards,6,7,2006,Gable,BrkFace,TA,Av,Gd,Y,1357,1357,1,Ex,1,Gd,Basment,RFn,1,Y,124.0,2008,177000
1026,20,RL,NAmes,5,5,1960,Gable,BrkFace,TA,No,TA,Y,1264,1264,1,TA,2,Gd,Attchd,Unf,2,Y,73.0,2010,167500
909,60,RL,Gilbert,6,5,2005,Gable,None,Gd,No,Ex,Y,742,1484,0,Gd,1,Gd,Attchd,Fin,2,Y,149.0,2009,174000
172,160,RL,StoneBr,7,7,1987,Gable,None,Gd,No,Gd,Y,1064,1767,1,Gd,1,TA,Attchd,RFn,2,Y,44.0,2006,239000
450,30,RM,OldTown,6,8,2005,Hip,None,TA,No,Ex,Y,813,813,0,Gd,0,,Detchd,Unf,1,N,70.0,2006,110000
125,190,RM,IDOTRR,6,8,1982,Gable,None,TA,Av,Gd,N,520,754,1,TA,0,,,,0,N,60.0,2006,84500
934,20,RL,NAmes,7,7,2007,Flat,None,Gd,Gd,Ex,Y,2069,2069,1,Gd,1,Gd,Attchd,RFn,2,Y,313.0,2008,242000
530,80,RL,Timber,6,5,1989,Gable,BrkFace,Gd,Av,Ex,Y,1509,1509,1,Gd,1,Fa,Attchd,RFn,2,Y,85.0,2008,175000
857,60,RL,Gilbert,6,5,1995,Gable,None,Gd,No,Gd,Y,702,1481,0,TA,1,TA,Attchd,Fin,2,Y,65.0,2009,174000
713,190,RL,BrkSide,4,5,1970,Gable,BrkFace,TA,Av,TA,N,960,960,1,TA,0,,Detchd,Unf,2,Y,60.0,2006,129000
90,20,RL,NAmes,4,5,1950,Gable,None,,,TA,Y,1040,1040,0,TA,0,,Detchd,Unf,2,Y,60.0,2006,109900
1412,90,RL,NAmes,4,5,1950,Gable,None,,,Fa,N,1040,1040,0,TA,0,,Detchd,Unf,2,Y,60.0,2009,90000
181,70,RL,Crawfor,7,6,1950,Gable,None,Fa,No,Gd,Y,901,1802,0,TA,1,Gd,Detchd,Unf,1,Y,54.0,2006,200100
875,60,FV,Somerst,8,5,2007,Gable,None,Gd,Av,Ex,Y,1184,2610,0,Ex,1,Gd,BuiltIn,Fin,2,Y,75.0,2007,303477
1151,20,RL,Edwards,5,4,1959,Gable,BrkFace,TA,No,TA,Y,1466,1466,0,Fa,2,Gd,Attchd,Fin,2,Y,134.0,2006,149900
786,50,RM,OldTown,5,6,1950,Gable,None,Fa,No,TA,Y,966,1652,1,TA,0,,Detchd,Unf,1,Y,60.0,2010,139000
414,60,RL,SawyerW,7,5,1993,Gable,None,Gd,No,Ex,Y,1080,2097,0,Gd,1,TA,Attchd,Unf,3,Y,59.0,2008,228000
251,120,RM,Crawfor,8,5,2007,Hip,Stone,Gd,Gd,Ex,Y,1625,1625,1,Gd,1,Gd,Attchd,Fin,2,Y,44.0,2007,235000
69,50,RL,ClearCr,7,4,1953,Gable,None,TA,No,TA,Y,1304,2287,0,TA,1,TA,Attchd,Fin,2,Y,81.0,2006,225000
803,60,RL,NridgHt,9,5,2009,Hip,Stone,Ex,Gd,Ex,Y,1734,2822,0,Ex,1,Gd,BuiltIn,RFn,3,Y,107.0,2009,582933
131,60,RL,Gilbert,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,1022,2054,1,Gd,1,TA,BuiltIn,RFn,2,Y,,2009,244000
300,190,RL,Crawfor,5,5,1953,Hip,BrkFace,TA,Mn,TA,Y,1336,1336,1,TA,2,Gd,Attchd,Unf,1,Y,90.0,2006,157000
978,20,RL,Edwards,4,5,1954,Gable,None,TA,No,Ex,Y,894,894,0,TA,0,,Detchd,Unf,2,Y,68.0,2007,110000
326,120,RL,Veenker,8,5,1993,Gable,None,Gd,Gd,Ex,Y,1719,1719,2,Gd,2,Gd,Attchd,Fin,2,Y,32.0,2008,324000
1426,60,RL,NoRidge,7,5,1994,Gable,BrkFace,Gd,No,Ex,Y,1223,2127,1,Gd,2,TA,Attchd,RFn,2,Y,81.0,2008,271000
1083,20,RL,NAmes,6,6,1964,Hip,BrkFace,TA,No,TA,Y,1251,1251,1,TA,2,Gd,Attchd,RFn,1,Y,80.0,2006,160000
499,20,RL,NAmes,5,7,1985,Gable,None,TA,No,Fa,Y,912,912,0,TA,0,,Attchd,Fin,1,Y,70.0,2007,120000
968,50,RM,OldTown,3,6,1950,Gable,None,TA,No,Fa,N,600,968,0,TA,0,,,,0,Y,50.0,2009,37900
832,60,RL,CollgCr,7,6,2003,Gable,BrkFace,Gd,No,Ex,Y,941,1829,1,Gd,1,TA,Attchd,RFn,2,Y,44.0,2010,237000
364,60,RL,NWAmes,6,5,1976,Gable,BrkFace,Gd,Mn,TA,Y,790,1574,1,TA,1,TA,Attchd,Fin,2,Y,,2006,190000
495,30,C (all),IDOTRR,4,5,1950,Gable,None,TA,No,TA,N,720,720,0,TA,0,,,,0,N,60.0,2009,34900
1359,20,RL,NridgHt,9,5,2005,Hip,BrkFace,Ex,Av,Ex,Y,1980,1980,1,Ex,1,Gd,Attchd,Fin,3,Y,129.0,2006,315000
338,20,RL,NWAmes,7,7,1998,Gable,None,Gd,Mn,Ex,Y,1621,1621,1,Gd,0,,Attchd,RFn,2,Y,91.0,2006,202500
421,20,RL,NWAmes,6,7,2000,Gable,Stone,Gd,No,Gd,Y,1602,1602,0,Gd,1,TA,Attchd,Fin,2,Y,,2009,215000
164,40,RM,OldTown,6,7,2004,Gable,None,TA,Mn,Gd,Y,1149,1616,0,Gd,0,,Detchd,Unf,1,Y,40.0,2007,152000
28,20,RL,NAmes,5,6,1997,Gable,None,TA,Gd,TA,Y,1600,1600,1,TA,2,Gd,Attchd,RFn,1,Y,47.0,2006,207500
516,80,RL,NWAmes,6,6,1972,Gable,BrkFace,TA,No,TA,Y,1378,2119,0,TA,1,TA,Attchd,RFn,2,Y,,2009,158000
193,160,RM,Edwards,7,5,2004,Gable,Stone,Gd,No,Ex,Y,970,1709,0,Gd,0,,Detchd,Unf,2,Y,24.0,2006,130000
1250,20,RL,NAmes,7,5,1968,Hip,None,TA,No,Ex,Y,2110,2110,1,Ex,2,TA,Attchd,Fin,2,Y,93.0,2010,244000
1326,30,RH,Edwards,3,6,2006,Gable,None,TA,No,Ex,Y,774,774,0,Gd,0,,,,0,Y,70.0,2007,79000
1325,30,RM,IDOTRR,4,4,1950,Gable,None,TA,No,Fa,N,796,796,0,TA,0,,,,0,N,40.0,2008,55000
169,20,RL,Timber,8,6,1981,Hip,BrkFace,Gd,No,TA,Y,1707,1707,0,TA,1,TA,Attchd,RFn,2,Y,,2006,228000
167,60,RL,NridgHt,8,5,2007,Gable,Stone,Ex,No,Ex,Y,1610,2161,1,Ex,1,Gd,Attchd,Fin,3,Y,86.0,2007,325624
652,60,RL,CollgCr,7,5,1996,Gable,None,Gd,No,Ex,Y,909,1716,0,Gd,1,TA,Attchd,RFn,2,Y,70.0,2009,191000
173,20,RL,NAmes,6,5,1961,Gable,BrkCmn,TA,No,TA,Y,1362,1362,1,TA,1,TA,Attchd,Unf,2,Y,80.0,2008,163000
518,60,RL,CollgCr,6,5,1998,Gable,None,Gd,Mn,Ex,Y,882,1796,1,TA,0,,Attchd,RFn,2,Y,,2007,211000
1181,120,RM,Crawfor,8,5,2008,Hip,Stone,Ex,Gd,Ex,Y,1652,1652,1,Gd,1,Gd,Attchd,Fin,2,Y,64.0,2008,392500
1149,70,RM,OldTown,7,9,1988,Hip,None,TA,No,Ex,Y,832,1482,0,TA,0,,Detchd,Unf,2,Y,50.0,2009,143000
912,30,RM,BrkSide,5,7,1950,Gable,None,TA,No,TA,N,1015,1015,0,TA,0,,Detchd,Unf,1,Y,51.0,2006,88000
491,50,RL,NAmes,6,7,1950,Gable,None,TA,No,TA,Y,958,1578,1,Fa,2,TA,Attchd,Unf,1,Y,79.0,2006,133000
73,20,RL,NAmes,5,7,2003,Gable,BrkFace,TA,No,Gd,Y,1086,1086,1,TA,0,,Attchd,Unf,2,Y,85.0,2010,144900
1219,160,RM,BrDale,6,5,1971,Gable,BrkFace,TA,No,TA,Y,672,1218,0,TA,0,,,,0,N,21.0,2006,91500
587,85,RL,Sawyer,5,6,1982,Hip,None,TA,Av,TA,Y,860,860,1,TA,0,,Detchd,Unf,2,Y,74.0,2009,137000
750,50,RM,OldTown,4,7,2004,Gable,None,TA,No,Gd,Y,792,1140,0,TA,0,,,,0,N,55.0,2010,96500
657,70,RL,Crawfor,7,6,2000,Gable,None,Gd,No,TA,Y,851,1502,0,TA,1,Gd,Attchd,RFn,1,P,60.0,2008,149000
842,80,RL,NAmes,6,7,1966,Gable,BrkFace,TA,Gd,TA,Y,1165,1165,1,TA,0,,Attchd,RFn,2,Y,82.0,2008,174900
234,60,RL,Gilbert,6,5,2002,Gable,,Gd,No,Ex,Y,860,1960,1,Gd,2,TA,BuiltIn,Fin,2,Y,,2010,216500
732,60,RL,CollgCr,7,5,1999,Gable,BrkFace,Gd,Av,Ex,Y,1153,2031,0,Gd,1,TA,Attchd,Fin,2,Y,75.0,2008,222500
214,60,RL,CollgCr,6,7,1977,Gable,BrkFace,Gd,No,Ex,Y,689,1392,0,TA,0,,Attchd,Fin,1,Y,,2010,161750
162,20,RL,NridgHt,7,5,2005,Gable,BrkFace,Gd,Mn,Ex,Y,1541,1541,0,Gd,1,Gd,Attchd,RFn,2,Y,95.0,2010,220000
132,20,RL,NAmes,5,6,2002,Gable,None,TA,No,Gd,Y,1327,1327,1,Gd,0,,Detchd,Unf,2,Y,75.0,2007,150750
1098,50,RM,BrkSide,4,6,1950,Gable,None,TA,No,TA,Y,757,1324,0,TA,0,,Detchd,Unf,1,Y,50.0,2009,128000
222,60,RL,NWAmes,6,6,1975,Gable,None,Gd,No,TA,Y,811,1552,1,TA,1,TA,Attchd,RFn,2,Y,85.0,2006,179900
1312,60,RL,NoRidge,8,5,1990,Gable,BrkFace,Ex,No,Ex,Y,1453,2810,0,Gd,1,Ex,Attchd,RFn,2,Y,,2007,302000
185,75,RM,OldTown,10,9,1993,Gable,None,TA,Mn,Ex,Y,1518,3608,0,Ex,2,TA,Detchd,Unf,3,Y,90.0,2006,475000
41,20,RL,Timber,5,6,1959,Gable,None,TA,Gd,Gd,Y,1328,1328,0,TA,2,Gd,Attchd,RFn,1,P,115.0,2007,170000
692,60,RL,Timber,7,5,1990,Hip,BrkFace,Gd,Gd,Ex,Y,1238,2519,1,Gd,2,Gd,Attchd,RFn,2,Y,42.0,2006,335000
108,50,RM,IDOTRR,5,7,2005,Gable,None,TA,No,TA,N,997,1517,0,Fa,0,,,,0,N,85.0,2007,115000
38,20,RL,NAmes,5,7,2007,Gable,None,TA,No,TA,Y,1057,1057,1,Gd,0,,Detchd,Unf,1,Y,68.0,2010,109000
568,50,RL,SawyerW,8,8,2009,Gable,None,Gd,Gd,Ex,Y,1496,2132,1,Gd,1,Gd,BuiltIn,Fin,2,Y,79.0,2009,316600
947,20,RL,Timber,8,5,2003,Hip,BrkFace,Gd,Av,Ex,Y,1629,1629,1,Gd,1,Gd,Attchd,Fin,3,Y,85.0,2007,270000
1233,20,RL,NAmes,5,5,1959,Hip,BrkFace,TA,No,Fa,Y,1188,1188,1,TA,0,,Attchd,RFn,2,Y,,2010,142000
1403,20,RL,Somerst,8,5,2007,Gable,Stone,Gd,Gd,Ex,Y,1464,1464,1,Gd,0,,Attchd,Unf,3,Y,49.0,2007,282922
483,120,RM,Mitchel,6,5,1998,Hip,BrkFace,Ex,No,Ex,Y,1216,1216,1,TA,0,,Attchd,Unf,2,Y,32.0,2006,164000
468,20,RL,NridgHt,8,5,2006,Gable,Stone,Gd,No,Ex,Y,1634,1634,0,Gd,1,Gd,Attchd,RFn,3,Y,98.0,2007,250000
890,50,RL,NAmes,5,7,2006,Gable,None,TA,Mn,Ex,Y,672,924,0,TA,1,Po,Detchd,Unf,2,Y,60.0,2007,122900
24,20,RL,Sawyer,5,8,2001,Gable,None,TA,Mn,Ex,Y,1060,1060,1,Gd,1,TA,Attchd,Unf,1,Y,,2010,154000
962,160,RL,NPkVill,6,6,1976,Gable,None,Gd,No,TA,Y,804,1548,1,Gd,1,TA,Detchd,Unf,2,Y,24.0,2007,155000
1100,30,RL,SWISU,2,5,1950,Gable,None,TA,No,TA,N,438,438,0,Fa,0,,Detchd,Unf,1,N,60.0,2009,60000
68,30,RM,OldTown,4,6,1950,Gable,None,TA,No,TA,Y,747,747,0,TA,0,,Attchd,Unf,1,Y,47.0,2010,80000
884,20,RL,NAmes,5,5,1967,Gable,BrkFace,TA,No,TA,Y,892,892,0,TA,0,,Attchd,RFn,1,Y,65.0,2009,100000
1231,90,RL,NAmes,5,6,1962,Hip,BrkFace,TA,Av,TA,Y,1190,1190,1,TA,0,,Attchd,Unf,2,Y,70.0,2006,132500
366,20,RL,NAmes,6,5,1963,Gable,BrkFace,Gd,No,Gd,Y,1394,1394,1,TA,2,Gd,Attchd,RFn,2,Y,,2009,159000
505,90,RM,OldTown,5,5,1952,Hip,BrkFace,TA,No,Gd,Y,960,1960,0,TA,0,,Detchd,Unf,2,N,60.0,2009,124500
850,120,RM,CollgCr,6,5,2003,Gable,BrkFace,Gd,Av,Ex,Y,848,848,1,Gd,0,,Attchd,Fin,2,Y,36.0,2007,131500
1281,20,RL,Timber,7,5,1990,Hip,BrkFace,Gd,No,TA,Y,1339,1339,1,TA,1,TA,Attchd,Fin,2,Y,50.0,2006,180000
383,45,RH,SawyerW,6,3,1950,Gable,None,Fa,No,TA,N,784,784,0,TA,0,,Detchd,Unf,2,N,60.0,2009,76000
734,20,RL,Sawyer,5,5,1968,Gable,None,TA,No,TA,Y,948,948,0,TA,0,,Attchd,Unf,1,Y,,2007,108000
717,20,RL,NWAmes,5,6,2000,Gable,None,Gd,No,Gd,Y,1178,1178,0,Gd,1,Fa,Attchd,Unf,2,Y,80.0,2008,157000
1300,60,RL,Gilbert,7,5,1999,Gable,None,Gd,No,Ex,Y,1005,1983,0,Gd,1,TA,Attchd,Fin,2,Y,,2009,225000
454,90,RL,Mitchel,5,5,1976,Gable,None,TA,No,TA,Y,1728,1728,2,TA,0,,Detchd,Unf,2,Y,63.0,2006,188000
264,30,RM,OldTown,5,5,2004,Gable,None,Fa,No,Gd,N,764,764,0,TA,0,,Detchd,Unf,2,N,30.0,2008,73000
75,180,RM,MeadowV,4,5,1973,Gable,None,Gd,Gd,TA,Y,526,988,1,TA,0,,BuiltIn,Unf,1,Y,21.0,2009,91000
914,160,FV,Somerst,6,5,2009,Gable,Stone,Gd,Av,Ex,Y,612,1224,0,Gd,0,,Detchd,RFn,2,Y,30.0,2009,173733
232,160,RM,BrDale,6,5,1972,Gable,BrkFace,TA,No,TA,Y,483,987,0,TA,1,Po,Attchd,Unf,1,Y,21.0,2006,94500
444,60,RL,CollgCr,7,5,1995,Gable,None,Gd,No,Ex,Y,933,1908,1,Gd,1,TA,Attchd,Unf,2,Y,70.0,2008,210000
395,20,RL,Edwards,5,6,1956,Gable,None,TA,Av,TA,Y,1144,1144,1,TA,0,,Attchd,Unf,1,Y,68.0,2010,129000
611,80,RL,NWAmes,6,6,1978,Gable,BrkFace,Gd,Av,TA,Y,1032,1032,0,TA,1,TA,Attchd,Unf,2,Y,,2007,148000
176,60,RL,ClearCr,6,5,1989,Gable,BrkFace,Gd,No,TA,Y,1164,2060,0,TA,1,TA,Attchd,Unf,2,Y,97.0,2007,211000
18,20,RL,SawyerW,5,5,2004,Gable,None,TA,No,Ex,Y,1114,1114,1,Gd,0,,Detchd,Unf,2,Y,66.0,2008,159000
1277,80,RL,NWAmes,6,5,1976,Gable,BrkFace,Gd,Av,Fa,Y,1724,1724,1,TA,1,Gd,Attchd,RFn,2,Y,,2009,197900
1029,160,RM,BrDale,6,7,1972,Gable,BrkFace,TA,No,Gd,Y,672,1218,0,TA,0,,Detchd,Unf,1,Y,21.0,2006,118000
