,MSSubClass,MSZoning,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,MasVnrType,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,LotFrontage,YrSold,SalePrice
758,160,FV,Somerst,7,5,1999,Gable,BrkFace,Gd,No,Gd,Y,757,1501,0,TA,0,,Detchd,Unf,2,Y,24.0,2008,179400
1062,190,RM,OldTown,5,5,1950,Gable,None,TA,No,TA,N,1422,2337,0,TA,0,,Detchd,Unf,2,Y,85.0,2007,90000
245,20,RL,NWAmes,7,5,1988,Gable,BrkFace,Gd,Av,Gd,Y,1872,1872,0,TA,1,TA,Attchd,Fin,2,Y,80.0,2006,241500
1127,20,RL,Gilbert,7,5,2004,Hip,None,Gd,Av,Ex,Y,1530,1530,1,Gd,1,Gd,Attchd,Fin,3,Y,182.0,2007,259000
784,75,RM,OldTown,6,6,2001,Gable,None,TA,No,Ex,Y,742,1484,0,TA,1,Gd,,,0,Y,35.0,2008,128000
489,180,RM,MeadowV,4,8,2002,Gable,None,Gd,Av,TA,Y,630,630,1,Gd,0,,Attchd,Unf,1,Y,21.0,2009,86000
154,30,RM,OldTown,6,5,1950,Gable,None,TA,No,TA,Y,1200,1200,0,TA,0,,Detchd,Unf,1,Y,84.0,2006,125000
961,60,RL,NWAmes,6,7,1995,Gable,BrkFace,Gd,No,TA,Y,1542,2872,1,TA,1,TA,Attchd,Fin,2,Y,,2008,272000
853,80,RL,NAmes,6,6,1964,Gable,BrkFace,TA,Gd,TA,Y,1445,1445,0,TA,1,Fa,Attchd,RFn,2,Y,,2009,158000
625,20,RL,NAmes,6,6,1962,Hip,BrkFace,TA,No,TA,Y,1116,1116,0,TA,0,,Attchd,Unf,2,Y,87.0,2010,160000
685,160,RL,StoneBr,7,5,1984,Gable,None,Gd,Mn,Gd,Y,1190,2090,1,Gd,1,TA,Attchd,Fin,2,Y,,2007,207500
569,90,RL,NAmes,5,5,1979,Gable,None,Gd,Gd,TA,Y,943,943,1,TA,2,TA,Detchd,Unf,2,Y,,2006,135960
1399,50,RL,SWISU,6,6,1990,Gable,None,TA,No,Ex,Y,1160,1608,0,Gd,1,Gd,Detchd,Unf,1,Y,51.0,2009,137450
17,90,RL,Sawyer,4,5,1967,Gable,None,,,TA,Y,1296,1296,0,TA,0,,CarPort,Unf,2,Y,72.0,2006,90000
127,45,RM,OldTown,5,7,1950,Gable,None,TA,No,Ex,Y,840,840,0,TA,1,TA,,,0,N,55.0,2007,87000
927,60,RL,NWAmes,7,5,1968,Gable,BrkFace,TA,No,Gd,Y,1098,1978,0,TA,1,Gd,Attchd,RFn,2,Y,,2008,176000
980,85,RL,NAmes,7,9,2007,Gable,Stone,TA,Av,Gd,Y,999,999,1,Ex,0,,Attchd,RFn,2,Y,,2008,178400
1431,120,RL,NPkVill,6,6,1976,Gable,None,Gd,No,TA,Y,958,958,0,TA,0,,Attchd,RFn,2,Y,,2009,143750
190,70,RL,Crawfor,8,8,1994,Hip,None,Gd,No,TA,Y,1549,2727,0,Gd,2,TA,Detchd,Unf,2,Y,70.0,2007,315000
1139,30,RL,BrkSide,5,5,1950,Gable,None,TA,No,TA,Y,1167,1167,0,TA,1,Gd,Detchd,Unf,2,Y,98.0,2007,144000
992,60,RL,NAmes,6,8,1993,Hip,BrkFace,TA,Gd,Gd,Y,1020,1851,0,Gd,1,Fa,Attchd,RFn,2,Y,80.0,2007,187000
1425,20,RL,NAmes,6,6,1959,Hip,Stone,TA,No,Ex,Y,1252,1252,0,Gd,0,,Detchd,Unf,2,Y,80.0,2008,142000
1218,50,RM,BrkSide,4,5,1950,Gable,None,,,Gd,N,672,912,0,TA,0,,,,0,N,52.0,2006,80500
606,20,RL,CollgCr,5,5,1996,Gable,None,Gd,No,Gd,Y,1040,1040,1,Gd,0,,Detchd,Unf,2,Y,82.0,2009,152000
180,160,FV,Somerst,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,769,1525,0,Gd,1,TA,Detchd,Unf,2,Y,,2007,177000
301,60,RL,CollgCr,8,5,1999,Gable,None,Gd,No,Ex,Y,1210,2452,0,Gd,1,TA,BuiltIn,Fin,2,Y,66.0,2007,267000
496,20,RL,NoRidge,8,5,1993,Hip,None,Gd,No,Ex,Y,3228,3228,1,Gd,1,Gd,Attchd,RFn,2,Y,,2007,430000
1258,80,RL,Gilbert,7,5,2005,Gable,Stone,Gd,Gd,Ex,Y,1166,1166,1,Gd,0,,Attchd,Fin,2,Y,59.0,2008,190000
1222,50,RL,NAmes,6,6,1950,Gable,BrkFace,TA,Mn,Ex,Y,1168,1846,0,TA,1,Gd,Attchd,Unf,1,Y,78.0,2007,143000
1204,20,RL,NWAmes,5,6,1975,Gable,None,Gd,No,Ex,Y,1074,1074,1,TA,0,,Attchd,RFn,2,Y,78.0,2006,153500
517,60,RL,NoRidge,7,5,1997,Gable,BrkFace,Gd,No,Ex,Y,1277,2344,0,Gd,1,TA,Attchd,RFn,3,Y,79.0,2009,265000
1069,45,RL,NAmes,5,7,2003,Gable,None,TA,No,TA,Y,893,893,0,Gd,0,,Detchd,Unf,2,Y,60.0,2007,135000
476,20,RL,CollgCr,6,5,1998,Gable,BrkFace,Gd,Gd,Ex,Y,1493,1493,1,Gd,1,TA,Attchd,Fin,2,Y,75.0,2008,208900
157,60,RL,Timber,8,5,2010,Gable,BrkFace,Ex,No,Ex,Y,774,1968,0,Ex,1,Gd,BuiltIn,Fin,3,Y,92.0,2010,269500
16,20,RL,NAmes,6,7,1970,Gable,BrkFace,TA,No,Ex,Y,1004,1004,1,TA,1,TA,Attchd,Fin,2,Y,,2010,149000
1072,50,RL,Edwards,5,3,1950,Gable,None,Fa,Mn,Fa,Y,1002,1456,1,TA,1,TA,Detchd,Unf,1,P,50.0,2006,91500
546,50,RL,BrkSide,6,7,1950,Gable,None,Gd,No,Ex,Y,915,1635,0,TA,1,Gd,Detchd,Unf,2,Y,70.0,2007,210000
658,50,RL,NAmes,6,5,1950,Gable,None,TA,No,TA,Y,912,1458,0,TA,1,Gd,Attchd,Unf,1,Y,78.0,2010,97500
1193,120,RM,Mitchel,6,5,1999,Hip,BrkFace,Ex,No,Ex,Y,1224,1224,1,TA,0,,Attchd,Fin,2,Y,,2009,165000
1019,120,RL,Blmngtn,7,5,2005,Gable,BrkFace,Gd,Gd,Ex,Y,1506,1506,0,Gd,1,Gd,Attchd,Fin,2,Y,43.0,2006,213490
1223,20,RL,NAmes,5,3,1951,Hip,BrkFace,TA,No,TA,N,2136,2136,0,TA,0,,Detchd,Unf,2,Y,89.0,2006,137900
959,160,FV,Somerst,7,5,1999,Hip,None,Gd,No,Ex,Y,696,1416,1,Gd,0,,Detchd,Unf,2,Y,24.0,2010,155000
1373,20,RL,NoRidge,10,5,2002,Hip,BrkFace,Ex,Gd,Ex,Y,2633,2633,1,Ex,2,Gd,Attchd,RFn,3,Y,,2007,466500
283,20,RL,Somerst,8,5,2009,Gable,Stone,Gd,No,Ex,Y,1468,1468,0,Gd,1,Gd,Attchd,Fin,3,Y,74.0,2009,244600
797,20,RL,NAmes,5,5,1953,Gable,None,TA,No,Gd,Y,773,773,0,TA,0,,Attchd,Unf,1,Y,57.0,2008,110000
225,160,RM,BrDale,5,5,1971,Gable,BrkFace,TA,No,TA,Y,630,1302,0,TA,0,,Detchd,Unf,1,Y,21.0,2009,112000
26,20,RL,NAmes,5,7,2000,Gable,None,TA,Mn,TA,Y,900,900,0,Gd,0,,Detchd,Unf,2,Y,60.0,2010,134800
437,45,RM,BrkSide,6,7,2004,Gable,None,TA,No,Gd,Y,904,904,0,TA,0,,Detchd,Unf,1,Y,50.0,2009,119000
1419,20,RL,Crawfor,6,5,1969,Gable,BrkFace,TA,Av,Gd,Y,1844,1844,1,Gd,1,TA,Attchd,RFn,2,Y,,2006,223000
229,120,RL,Blmngtn,7,5,2006,Gable,BrkFace,Gd,Av,Ex,Y,1555,1555,0,Gd,1,TA,Attchd,Fin,2,Y,43.0,2009,192500
37,20,RL,NAmes,5,6,1990,Hip,BrkFace,TA,No,Gd,Y,1297,1297,0,TA,1,TA,Attchd,Fin,2,Y,74.0,2009,153000
749,50,RL,Edwards,4,3,1950,Gable,None,,,TA,N,1088,1529,0,TA,0,,Detchd,Unf,1,N,50.0,2009,98000
1045,20,RL,Edwards,3,5,1955,Hip,None,,,Ex,Y,1733,1733,0,TA,1,Gd,Attchd,Unf,2,Y,,2009,139600
469,60,RL,SawyerW,6,5,1993,Gable,BrkFace,Gd,No,Ex,Y,832,1710,0,Gd,0,,Attchd,RFn,2,Y,76.0,2008,187000
1245,80,RL,NWAmes,6,7,2003,Hip,BrkFace,Gd,No,Ex,Y,1140,1868,0,TA,1,TA,BuiltIn,Fin,2,Y,78.0,2007,178000
1434,20,RL,Mitchel,5,5,1977,Gable,None,TA,No,Fa,Y,1126,1126,1,TA,1,Gd,Attchd,RFn,2,P,80.0,2006,160000
687,160,FV,Somerst,7,5,2004,Gable,None,Gd,No,Ex,Y,551,1102,0,Gd,0,,Detchd,Unf,2,Y,,2007,148800
1343,50,RL,Crawfor,6,6,1950,Gable,None,TA,No,Gd,Y,1172,1913,0,TA,1,TA,Detchd,Unf,2,Y,57.0,2009,177000
639,120,RL,Blmngtn,8,5,2006,Hip,None,Gd,Av,Ex,Y,1567,1567,1,Ex,1,Gd,Attchd,Fin,3,Y,53.0,2006,264561
1261,20,RL,NAmes,5,6,1956,Hip,None,TA,No,Gd,Y,1050,1050,0,TA,0,,Attchd,Unf,1,Y,80.0,2009,128900
1158,20,RL,Somerst,8,5,2008,Gable,Stone,Gd,No,Ex,Y,1580,1580,0,Gd,0,,Attchd,RFn,3,Y,92.0,2008,235128
1217,20,FV,Somerst,8,5,2009,Gable,Stone,Gd,Mn,Ex,Y,1314,1314,1,Gd,0,,Attchd,RFn,2,Y,72.0,2009,229456
1328,50,RM,OldTown,6,7,1950,Gable,None,Gd,No,Ex,Y,1584,2792,0,TA,2,TA,Detchd,Unf,2,Y,60.0,2008,256000
800,60,RL,ClearCr,6,5,1997,Gable,None,Gd,Gd,Gd,Y,616,1688,1,Gd,0,,Attchd,RFn,2,Y,79.0,2008,200000
160,20,RL,Veenker,6,6,1984,Gable,None,Gd,No,TA,Y,1232,1232,0,TA,0,,Attchd,Unf,2,Y,,2008,162500
956,160,RM,Blueste,6,6,1980,Gable,None,Gd,No,TA,Y,561,1229,0,TA,1,TA,Attchd,Fin,2,Y,24.0,2009,124000
1186,190,RL,OldTown,3,5,1970,Gable,None,Fa,Mn,TA,Y,1014,1699,1,TA,0,,CarPort,Unf,2,Y,107.0,2009,95000
821,20,RM,OldTown,4,4,1953,Gable,None,Fa,No,TA,N,936,936,0,TA,0,,Detchd,Unf,2,Y,60.0,2009,93000
1237,60,RL,CollgCr,7,5,2005,Gable,None,Gd,No,Ex,Y,847,1948,0,Gd,1,Gd,BuiltIn,Fin,2,Y,41.0,2006,195000
877,60,RL,NridgHt,9,5,2005,Hip,Stone,Ex,No,Ex,Y,1462,2224,1,Ex,1,Gd,Attchd,Fin,3,Y,74.0,2009,350000
913,90,RH,Crawfor,5,6,1950,Gable,None,TA,No,TA,N,1001,2002,0,TA,0,,2Types,Unf,3,Y,82.0,2007,145000
152,60,RL,NWAmes,6,5,1971,Gable,BrkFace,TA,No,Gd,Y,1097,1993,0,TA,1,Gd,Attchd,RFn,2,Y,,2006,190000
1338,60,RL,CollgCr,7,5,2002,Gable,None,Gd,No,Ex,Y,920,1861,1,Gd,0,,BuiltIn,RFn,2,Y,95.0,2006,200000
509,20,RL,NAmes,5,6,1959,Gable,BrkFace,TA,No,Ex,Y,1041,1041,1,TA,0,,Attchd,RFn,1,Y,80.0,2009,124500
1135,30,RM,BrkSide,6,5,1950,Gable,None,TA,No,TA,N,986,986,0,TA,1,Gd,Detchd,Unf,1,Y,60.0,2007,102000
1251,120,RL,NridgHt,7,5,2003,Gable,Stone,Gd,No,Ex,Y,1405,1405,0,Gd,1,Gd,Attchd,RFn,2,Y,,2006,171750
103,20,RL,CollgCr,7,5,2009,Gable,None,Gd,No,Ex,Y,1226,1226,0,Gd,0,,Attchd,RFn,3,Y,94.0,2010,198900
586,30,RL,BrkSide,6,7,2000,Gable,None,TA,Mn,Ex,Y,838,838,1,Fa,0,,Detchd,Fin,1,N,55.0,2008,130000
1380,30,RL,Edwards,3,3,1950,Gable,None,TA,No,TA,N,864,864,1,TA,0,,Detchd,Unf,1,Y,45.0,2010,58500
1143,20,RL,Sawyer,5,3,1959,Gable,None,TA,No,TA,Y,1006,1006,0,TA,0,,,,0,Y,,2008,80000
53,20,RL,Veenker,9,5,1987,Gable,None,Ex,Gd,Gd,Y,1842,1842,2,Gd,1,Gd,Attchd,Fin,3,Y,68.0,2006,385000
151,20,RL,NridgHt,8,5,2008,Hip,Stone,Ex,Gd,Ex,Y,1710,1710,1,Gd,1,Gd,Attchd,RFn,3,Y,107.0,2008,372402
403,60,RL,NoRidge,8,5,1998,Hip,BrkFace,Gd,No,Gd,Y,1165,2263,0,Gd,1,TA,BuiltIn,Fin,2,Y,93.0,2006,258000
1416,190,RM,OldTown,4,6,1950,Gable,None,TA,No,Gd,Y,1246,2290,0,TA,0,,Detchd,Unf,2,N,60.0,2010,122500
207,20,RL,NAmes,4,5,1960,Gable,None,TA,No,TA,Y,1100,1100,1,TA,1,Po,Attchd,RFn,1,Y,,2008,141000
1381,20,RL,NAmes,6,7,1970,Gable,None,TA,Mn,Ex,Y,2117,2117,0,TA,2,Gd,Attchd,Fin,2,Y,,2008,237500
1122,20,RL,Edwards,4,3,1956,Gable,None,TA,No,Ex,Y,960,960,0,TA,0,,Basment,Unf,1,Y,,2009,112000
8,50,RM,OldTown,7,5,1950,Gable,None,TA,No,Gd,Y,1022,1774,0,TA,2,TA,Detchd,Unf,2,Y,51.0,2008,129900
1014,20,RL,NAmes,6,5,1950,Gable,BrkFace,TA,No,TA,Y,1082,1082,0,TA,1,Gd,Detchd,Unf,1,Y,60.0,2007,119200
1308,20,RM,OldTown,5,7,2005,Gable,None,TA,No,Ex,Y,1122,1122,1,Gd,0,,Attchd,Unf,2,Y,100.0,2008,147000
1060,120,RL,StoneBr,8,5,2001,Gable,None,Gd,Mn,Ex,Y,1338,1338,1,Gd,0,,Attchd,Fin,2,Y,41.0,2010,213500
452,60,RL,Timber,6,5,1997,Hip,BrkFace,Ex,No,Ex,Y,888,1756,1,TA,0,,Attchd,Fin,2,Y,,2007,204000
253,80,RL,NAmes,6,7,1991,Hip,BrkFace,Gd,Gd,Ex,Y,1302,1302,0,Gd,0,,Attchd,RFn,1,Y,85.0,2007,158000
896,30,RM,IDOTRR,4,6,1950,Gable,None,TA,No,Ex,N,951,951,0,TA,0,,Detchd,Unf,1,Y,50.0,2006,106500
1378,160,RM,BrDale,6,5,1973,Gable,BrkFace,TA,No,TA,Y,483,987,0,TA,0,,Detchd,Unf,1,Y,21.0,2006,83000
880,20,RL,Edwards,5,5,2006,Gable,None,Ex,No,Gd,Y,1090,1090,1,TA,0,,Attchd,Fin,2,Y,60.0,2007,157000
1377,50,RL,Edwards,5,5,1960,Gable,None,TA,No,Ex,Y,984,1604,0,TA,0,,Detchd,Unf,2,Y,60.0,2009,117000
623,160,FV,Somerst,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,756,1512,0,Gd,1,TA,Detchd,Unf,2,Y,,2007,168500
345,50,RL,BrkSide,6,5,1950,Gable,None,TA,No,Gd,Y,972,1577,0,Fa,1,Gd,Detchd,Unf,1,Y,65.0,2006,140200
1253,60,RL,Veenker,7,7,2003,Gable,None,TA,Gd,TA,Y,1516,2167,1,Gd,2,Gd,Attchd,RFn,2,Y,,2007,294000
262,80,RL,Sawyer,6,7,1995,Gable,BrkFace,Gd,Av,TA,Y,1212,1212,1,TA,1,TA,Attchd,Unf,2,Y,88.0,2006,151000
150,20,RL,CollgCr,5,6,1975,Gable,None,TA,Av,TA,Y,969,969,0,TA,0,,Attchd,Unf,2,Y,120.0,2007,122000
472,180,RM,Edwards,6,5,2005,Gable,BrkFace,Gd,Gd,Ex,Y,1072,1072,1,TA,0,,Basment,RFn,2,Y,35.0,2008,148000
640,120,RL,NridgHt,8,5,2004,Hip,BrkFace,Ex,Gd,Ex,Y,1518,1518,0,Ex,1,Gd,Attchd,RFn,2,Y,62.0,2008,274000
1446,20,RL,Mitchel,5,7,1962,Gable,BrkFace,TA,No,TA,Y,1188,1188,0,TA,0,,Attchd,Unf,1,P,,2010,157900
1374,60,FV,Somerst,7,5,2005,Gable,None,Gd,No,Ex,Y,1026,1958,0,Gd,1,Gd,Attchd,Fin,3,Y,85.0,2008,250000
550,120,RL,NPkVill,6,6,1977,Gable,None,Gd,No,TA,Y,1069,1069,0,TA,0,,Attchd,RFn,2,Y,53.0,2008,140000
928,20,RL,CollgCr,8,5,2001,Hip,None,Gd,Av,Ex,Y,1788,1788,0,Ex,1,TA,Attchd,RFn,2,Y,,2009,236500
488,190,RL,OldTown,5,4,1970,Gable,None,TA,No,TA,N,1766,2414,0,TA,1,Gd,Attchd,Unf,2,N,60.0,2006,160000
1321,20,RL,BrkSide,3,6,1950,Hip,None,,,TA,N,720,720,0,TA,0,,Detchd,Unf,1,Y,,2008,72500
1171,20,RL,NAmes,6,6,1958,Hip,None,TA,No,Ex,Y,1261,1261,1,TA,1,TA,Attchd,RFn,2,Y,76.0,2008,163000
146,30,RM,BrkSide,5,7,1993,Gable,None,TA,No,TA,Y,875,875,1,TA,0,,Detchd,Unf,1,Y,51.0,2009,105000
402,30,RL,Sawyer,5,8,1997,Gable,None,TA,No,Ex,Y,672,672,0,TA,0,,Detchd,Unf,1,N,60.0,2008,108000
954,90,RL,Edwards,6,5,1975,Flat,BrkFace,Gd,Gd,TA,Y,980,980,0,TA,0,,,,0,Y,35.0,2006,127500
1404,50,RL,OldTown,3,4,1950,Gable,None,TA,No,TA,Y,694,1214,0,TA,0,,Detchd,Unf,3,Y,60.0,2006,105000
659,20,RL,Edwards,5,7,1999,Hip,None,TA,No,Ex,Y,1486,1486,1,TA,0,,Detchd,Fin,2,Y,75.0,2009,167000
463,70,RL,Crawfor,6,7,1995,Hip,None,TA,No,Fa,Y,849,1660,0,TA,1,Gd,Detchd,Unf,1,Y,74.0,2008,188700
186,80,RL,Mitchel,7,5,1991,Gable,None,Gd,Av,Ex,Y,1217,1217,1,Gd,0,,Attchd,Unf,2,Y,,2009,173000
1147,70,RL,Crawfor,7,7,1950,Gable,None,TA,No,Ex,Y,860,1564,0,Fa,1,Gd,Attchd,Unf,1,Y,75.0,2009,174500
1224,60,RL,Gilbert,7,5,2005,Gable,None,Gd,Av,Ex,Y,788,1490,1,Gd,1,Gd,Attchd,Fin,2,Y,60.0,2008,184000
608,70,RL,Crawfor,8,6,1998,Gable,None,Gd,Mn,TA,Y,1940,3194,0,TA,2,Gd,Basment,Unf,2,Y,78.0,2007,359100
143,20,RL,CollgCr,7,5,1999,Gable,BrkFace,Gd,Gd,Ex,Y,1501,1501,1,Gd,0,,Attchd,RFn,2,Y,78.0,2009,204000
751,60,RL,Gilbert,7,5,2003,Gable,None,Gd,No,Ex,Y,660,1320,0,Gd,0,,Attchd,Fin,2,Y,,2007,162000
981,60,RL,NoRidge,8,5,1999,Hip,BrkFace,Gd,No,Ex,Y,1276,2612,1,Gd,1,TA,Attchd,Fin,3,Y,98.0,2009,336000
197,75,RL,NAmes,8,4,1990,Gable,None,TA,No,Gd,Y,1360,3112,1,Gd,1,Ex,Detchd,Unf,2,Y,174.0,2006,235000
883,75,RL,SWISU,4,5,1950,Gable,None,TA,No,TA,N,954,2230,1,TA,0,,Detchd,Unf,1,Y,60.0,2006,118500
279,60,RL,ClearCr,7,5,1977,Hip,BrkFace,Gd,No,Ex,Y,1156,2022,0,TA,1,TA,Attchd,Fin,2,Y,83.0,2008,192000
293,60,RL,NWAmes,7,7,1994,Gable,BrkFace,TA,No,Fa,Y,1468,2263,1,Gd,1,TA,Attchd,Fin,2,Y,,2006,235000
1329,60,RL,Gilbert,7,5,1998,Hip,None,Gd,No,Gd,Y,955,1632,0,TA,1,TA,Attchd,Fin,2,Y,63.0,2006,176500
400,120,RL,Veenker,8,5,1996,Gable,None,Gd,No,Ex,Y,1288,1288,1,Ex,2,Gd,Attchd,Fin,2,Y,38.0,2008,245500
122,20,RL,NAmes,6,7,1958,Hip,BrkFace,TA,No,Gd,Y,1080,1080,0,TA,0,,Attchd,Unf,1,Y,75.0,2008,136000
1207,20,RL,CollgCr,6,5,2003,Gable,BrkFace,Gd,Av,Ex,Y,1700,1700,1,Gd,0,,Attchd,RFn,2,Y,70.0,2006,200000
202,50,RL,OldTown,6,6,1950,Gable,None,Fa,No,Gd,Y,865,1310,0,TA,0,,Attchd,Unf,1,Y,50.0,2006,112000
835,20,RL,Sawyer,4,7,1995,Gable,None,Gd,No,TA,Y,1067,1067,0,Gd,0,,Attchd,Unf,2,Y,60.0,2010,128000
246,190,RM,OldTown,6,8,1950,Gable,None,Fa,No,Gd,N,908,1928,0,Fa,0,,Detchd,Unf,1,Y,69.0,2006,137000
1386,60,RL,NWAmes,7,5,1978,Gable,BrkFace,Gd,No,TA,Y,1392,2784,1,Gd,2,TA,Attchd,RFn,2,Y,80.0,2006,250000
1372,60,RL,CollgCr,7,6,1998,Gable,None,Gd,Av,Ex,Y,1108,2097,1,Gd,1,TA,Detchd,RFn,2,Y,75.0,2006,274300
1153,30,RM,IDOTRR,6,8,2007,Gable,None,TA,Av,Ex,Y,816,816,0,TA,0,,Detchd,Unf,1,Y,,2008,120500
384,60,RL,ClearCr,6,5,1992,Gable,None,Gd,Av,Ex,Y,1079,1953,1,Gd,2,Fa,Attchd,Fin,2,Y,,2007,240000
1288,120,RL,StoneBr,8,5,2000,Gable,None,Gd,No,Ex,Y,1659,1659,1,Ex,1,Ex,Attchd,Fin,2,Y,40.0,2009,278000
854,20,RL,Sawyer,5,4,1974,Hip,None,TA,Mn,TA,Y,1779,1779,1,TA,1,Gd,Attchd,Unf,2,Y,102.0,2006,170000
219,120,RL,Blmngtn,7,5,2006,Gable,BrkFace,Gd,Av,Ex,Y,1248,1248,0,Gd,0,,Attchd,Fin,2,Y,43.0,2006,167240
641,60,FV,Somerst,7,5,2001,Gable,None,Gd,No,Ex,Y,1057,1929,1,Gd,1,TA,Attchd,Fin,2,Y,,2007,226000
1,20,RL,Veenker,6,8,1976,Gable,None,Gd,Gd,Ex,Y,1262,1262,0,TA,1,TA,Attchd,RFn,2,Y,80.0,2007,181500
112,60,RL,CollgCr,7,5,2007,Gable,Stone,Ex,Av,Ex,Y,1282,2696,1,Ex,1,Gd,BuiltIn,Fin,3,Y,77.0,2007,383970
698,20,RL,Sawyer,5,8,2009,Gable,None,TA,No,Ex,Y,894,894,1,TA,1,Gd,Detchd,Unf,1,Y,65.0,2010,138500
1393,190,RM,OldTown,6,7,2000,Gable,None,Fa,No,Ex,N,1221,1912,0,TA,1,TA,Detchd,Unf,2,Y,60.0,2008,163000
951,20,RH,SawyerW,5,5,1965,Gable,None,TA,No,Gd,Y,965,965,1,TA,0,,Detchd,Unf,1,Y,60.0,2006,119900
1283,90,RL,Mitchel,6,5,1971,Mansard,None,TA,Av,TA,Y,912,1824,0,TA,0,,,,0,Y,94.0,2010,139000
1318,20,RL,CollgCr,8,5,2002,Hip,BrkFace,Gd,Gd,Ex,Y,1787,1787,0,Gd,1,TA,Attchd,RFn,3,Y,,2006,275000
441,90,RL,Edwards,4,4,1955,Gable,BrkFace,TA,No,TA,N,1440,1440,0,Fa,0,,,,0,Y,92.0,2008,118000
1136,50,RL,NAmes,6,5,1950,Gable,None,TA,No,TA,Y,1032,1252,0,TA,0,,Attchd,Unf,1,Y,80.0,2008,119000
1256,20,RL,NoRidge,8,5,1994,Hip,BrkFace,Gd,Gd,Ex,Y,1987,1987,1,Gd,1,TA,Attchd,Fin,2,Y,91.0,2008,301500
663,85,RL,Edwards,4,5,1972,Gable,None,Gd,Av,TA,Y,1181,1181,1,TA,0,,Detchd,RFn,2,Y,90.0,2008,137500
1433,60,RL,Gilbert,6,5,2000,Gable,BrkFace,Gd,No,Ex,Y,962,1792,1,TA,1,TA,Attchd,Fin,2,Y,93.0,2008,186500
1257,30,RL,Edwards,5,8,1950,Gable,None,Fa,No,Ex,Y,864,864,0,TA,0,,,,0,Y,56.0,2009,99900
1296,20,RL,NAmes,5,6,1963,Hip,BrkFace,TA,Mn,Gd,Y,1128,1128,1,TA,0,,Attchd,RFn,2,Y,80.0,2008,155000
317,60,FV,Somerst,8,5,2006,Gable,None,Gd,Av,Ex,Y,1088,1959,0,Gd,1,Gd,Attchd,RFn,3,Y,75.0,2007,270000
648,60,RL,NAmes,6,5,1966,Gable,BrkFace,TA,No,TA,Y,1051,1839,0,TA,1,TA,Attchd,Unf,2,Y,70.0,2010,155000
709,20,RL,Sawyer,5,7,1966,Gable,BrkCmn,TA,No,TA,Y,904,904,0,TA,0,,Attchd,Unf,1,Y,,2008,109900
1282,20,RL,CollgCr,5,7,2008,Gable,None,Gd,Mn,TA,Y,1040,1040,0,Gd,0,,Detchd,Unf,2,Y,61.0,2009,150500
972,120,RL,SawyerW,6,5,1979,Gable,None,Gd,No,TA,Y,918,918,0,TA,1,TA,Attchd,Unf,1,Y,55.0,2010,99500
627,80,RL,NAmes,6,6,1972,Gable,BrkFace,TA,Av,Ex,Y,1520,1520,1,TA,2,Gd,Basment,RFn,1,Y,80.0,2010,153000
632,20,RL,NWAmes,7,5,1977,Hip,BrkFace,TA,No,TA,Y,1411,1411,0,TA,1,TA,Attchd,Fin,2,Y,85.0,2009,82500
